threshold,precision,recall,F1
0.3,0.8645833333333334,0.9764705882352941,0.9171270718232044
0.4,0.8870967741935484,0.9705882352941176,0.9269662921348315
0.5,0.9106145251396648,0.9588235294117647,0.9340974212034384
0.6,0.9411764705882353,0.9411764705882353,0.9411764705882353
0.7,0.9515151515151515,0.9235294117647059,0.9373134328358209
